300 3 1
0.8446252973039187 0.9886057749528376 0.2645722576825493 0
0.7693117218357188 0.30447611724574575 0.7270232620535639 0
0.21187921067503224 0.9630164012985118 0.12720646232825072 0
0.17304695465761488 0.30694963853893875 0.24672713195945606 0
0.6096739334496786 0.9883009201341058 0.682685320609331 1
0.2299766336430895 0.8357892403777976 0.97501744947722 0
0.7160654418284161 0.9319126411185618 0.6109506081253818 1
0.8466911334353889 0.11148502823921702 0.29254530135074264 0
0.35377834769651306 0.2725443036184353 0.980336124331453 0
0.3658018614563179 0.93426194149792 0.36498930874459956 0
0.1956752694240339 0.15876119690126855 0.7470360127766839 0
0.6893000579408677 0.6687472927148415 0.754098028437365 1
0.38129539230356013 0.8791277710354917 0.7718864119573677 0
0.9145815553777618 0.6223352295304612 0.663440174021859 1
0.9876945510142237 0.3404293406290705 0.08799483122431417 0
0.1098724769712025 0.06888021730813687 0.9892204140901942 0
0.31840617330695786 0.1312147169808594 0.2089847356697624 0
0.3231259476789077 0.32697721869386465 0.04427475651164947 0
0.7824841950866867 0.15993507687074582 0.6185692660171287 0
0.05371418035794262 0.16800251705503788 0.6751855513088114 0
0.11956281355112208 0.9340163490589083 0.26146543863407623 0
0.6593690801578312 0.8786832525617668 0.12939845115582416 0
0.1539046346126589 0.03939428046449567 0.6400415660979759 0
0.2824107850444654 0.3003279607303486 0.2809992058559154 0
0.03024355226258535 0.309082632504616 0.6686485505656732 0
0.763980182589383 0.38141232004153525 0.1930554689014773 0
0.7998822318318158 0.9865039366047021 0.30140133528597657 0
0.2239596285674733 0.11320746221586986 0.31352892891082473 0
0.09832576617021149 0.7906054845526137 0.14261208212523957 0
0.05808377842149903 0.32072485096917003 0.6043239643671895 0
0.6983132565304089 0.16937592560739545 0.7949635954715042 0
0.8468342425338132 0.1359788828504389 0.144549031186042 0
0.22964615275320943 0.6780698751110146 0.04445731358862637 0
0.8970902304008755 0.6104910570244216 0.6902202187841209 1
0.9128064815621479 0.7327505669716589 0.9455058311443569 1
0.29793336834619366 0.31342043493920113 0.8946181935755041 0
0.947339725991358 0.044304568947665324 0.8731176237676458 0
0.9186016192340837 0.6538495350452704 0.11360439317689008 0
0.13120382176717693 0.1837107139464772 0.623286407142671 0
0.3399499854985564 0.3424452636010926 0.7007756065741089 0
0.17942867146152697 0.7008291126284146 0.7833686615134623 0
0.16600639853037347 0.889293442883745 0.15705231851630286 0
0.6937848286284183 0.92208004651671 0.09506858360319348 0
0.8982542521419159 0.9281682139340727 0.7765412929073958 1
0.17167851605642137 0.8055831098175926 0.6152431248091516 0
0.9688089711585571 0.642142216628791 0.6754995862019274 1
0.6190020959212948 0.8462934605190426 0.7508215393031842 1
0.7772446904371952 0.09023507354167892 0.3845700482408121 0
0.7490270023403316 0.2297357512484941 0.6893618058353121 0
0.03187044273047501 0.3176730733298776 0.600720410479467 0
0.1386786001052942 0.29931174554289386 0.2114873056072779 0
0.31094354102268806 0.8026491436649346 0.8641228086489516 0
0.609800480554363 0.741880803997213 0.6459541024672456 1
0.08960125476308278 0.028514419161949744 0.7193410041469603 0
0.7686896763879577 0.10859188637661799 0.6783756870141425 0
0.9634206137121676 0.9848287162808984 0.7638521787281363 1
0.20114400063147908 0.8287675066351147 0.02060074904736653 0
0.06673579742385316 0.05810760856766051 0.33203132196544494 0
0.27446527491192085 0.9079362497940539 0.21042330499243955 0
0.7259255567386184 0.18730535178804875 0.1467332383920552 0
0.09590789468330418 0.8646092259879417 0.3545503634352164 0
0.16274975612142872 0.7476288765788813 0.11058524335436459 0
0.2812777194121927 0.27470322788739165 0.07796545631738439 0
0.08886123085985209 0.06261462372412407 0.2685454532747411 0
0.3452115518852249 0.28746773978437956 0.31111962683458305 0
0.1018832283026535 0.07725274070041044 0.16972621883375827 0
0.24732570271273324 0.09145952668240742 0.1296681995748573 0
0.09501652440750563 0.6402103317914634 0.07368030338901133 0
0.007753515847114256 0.1750883866785381 0.8693810320872785 0
0.20234059633306445 0.09216586415899608 0.24479868130525684 0
0.005139003554991861 0.28117974757433206 0.6149568024861968 0
0.7102648708939823 0.3378156224692339 0.022200428734139077 0
0.3534780464245053 0.9708848519888646 0.28661583389309364 0
0.902758735340421 0.886091094854804 0.8280488913295962 1
0.7605946919130405 0.09926484108993305 0.608184218787868 0
0.2238232793214019 0.06272496703313613 0.8843242947970311 0
0.3317354598718505 0.03786705567067894 0.9663768196497987 0
0.9536507726028047 0.042161007847363874 0.8329987066329003 0
0.7955015611513361 0.8721383847645936 0.25579152956693907 0
0.9005827685982328 0.03484249487622526 0.9510846513827251 0
0.05701271168201749 0.3266390772507881 0.10552078384611385 0
0.9129722216565209 0.3997582800450633 0.8440668217077549 0
0.8343661117904984 0.3622670491310669 0.6757430352930716 0
0.9705979997098624 0.7722237934884373 0.19806180400304696 0
0.086471097652429 0.8193253304811882 0.13728606007387179 0
0.3013432345992605 0.6569039677117243 0.8489704509489504 0
0.04441247581469909 0.7311066203442889 0.10138312082692502 0
0.18101040812440017 0.13384824821198416 0.3836246531684865 0
0.01712438637137692 0.9555461498780077 0.7400960921030796 0
0.03305657050738875 0.7707182229907854 0.3383574974585234 0
0.03053604483600647 0.2959904503655185 0.24491388162653438 0
0.9558962429218499 0.8753496226082143 0.3106070889059087 0
0.8184157094071999 0.6147770881147266 0.895796246382902 1
0.8757804596557126 0.17341362143827888 0.7930978677525307 0
0.1832940031541721 0.1264665126169625 0.8371866259191998 0
0.03288925245848984 0.3573464948029116 0.936836504774761 0
0.889482588293182 0.9349520048269803 0.34853717786113936 0
0.8240524821735201 0.1528443444882277 0.8873916908610496 0
0.23800020634406782 0.2551383109764148 0.1867774045611833 0
0.9948022666721906 0.6914095220446161 0.39747810776685566 0
0.8365199017670242 0.8442174922153908 0.16211856508541223 0
0.7603467109227503 0.6069131118297465 0.8193010768371997 1
0.9477365068736081 0.9568002751785947 0.24882945321413652 0
0.06414966999766569 0.0370376554179358 0.32984484444572526 0
0.08872913764527934 0.7344925511070621 0.9559599504771815 0
0.7066445780168283 0.8919811890006255 0.32816983841259284 0
0.21602907338177102 0.37307091960263983 0.22847107442003856 0
0.3472240198975085 0.1815502021353873 0.7352257487503652 0
0.7445766890468093 0.893942362746119 0.22157776756990122 0
0.14127833030531023 0.2418184172931841 0.1881388065528672 0
0.8655937947518967 0.3832293949004637 0.661002403836883 0
0.7351650342722986 0.05120940744401914 0.9388410870474768 0
0.8144324330512893 0.15833469814910706 0.6961796123938228 0
0.7285516551451221 0.7100507696721196 0.07214114370334057 0
0.827831704280726 0.7517308077680196 0.07289936656235974 0
0.10022933758666097 0.6124642207298249 0.8686999203480773 0
0.13191968473020965 0.08434994701451803 0.8240659924312655 0
0.2015701356971562 0.182332071002954 0.9297689649065768 0
0.9193794062031774 0.3407514347675422 0.7528415665171989 0
0.6932584187388123 0.0063515738100511365 0.36263913717824114 0
0.20572874945447062 0.6634165008449456 0.12348462595235488 0
0.8287157617859373 0.7626202778657771 0.6393649163914624 1
0.8848445144055531 0.15007493630851354 0.8253020498455543 0
0.7417582235225171 0.9577597445731785 0.7150225678085007 1
0.21342894231948306 0.20567921611593587 0.7307265300480743 0
0.23172469655451255 0.6138007864058369 0.8552251100321184 0
0.1844092331134355 0.8144222388927211 0.787037114530183 0
0.08513002788806334 0.7255520809478413 0.8647198887396663 0
0.33258590042174263 0.26428298825062735 0.08360218432898192 0
0.32736193002674374 0.7527629534057385 0.8388453107306205 0
0.6617822282220389 0.03595725035743458 0.04791006674148279 0
0.6680602068251308 0.20964605814126036 0.241289705840678 0
0.08421026129450748 0.05545481816902109 0.9909068465483841 0
0.9901690129280981 0.7813738968809516 0.06005789673210837 0
0.24291664144435943 0.2645047363140558 0.9102562431757579 0
0.22798703019513744 0.2274194999427015 0.8335406356802219 0
0.9521405826371372 0.38925563533493734 0.613679070365946 0
0.6176291583330602 0.26111202618398466 0.26501014510861487 0
0.8719781585178721 0.7231105897244862 0.8667677984336599 1
0.2559135793009364 0.7274854886181874 0.6650215005068297 0
0.6750667857734877 0.3900217468899374 0.606875135837181 0
0.2842242338646017 0.927729103602108 0.8721942634499205 0
0.1121965491424779 0.39537094167479636 0.7988896379152619 0
0.9426846817002578 0.6482141428776131 0.2912216322522233 0
0.9368015505386847 0.625926569570815 0.29486467828790164 0
0.22117413379292583 0.11235351151121697 0.15128540731858553 0
0.028249625299786807 0.6172827467120225 0.3049560133572671 0
0.9258086066086356 0.24790974047338765 0.3983716186869104 0
0.1307691348179164 0.36952415575222386 0.31805320383399815 0
0.08623052200061798 0.14958108344734855 0.7327705096098653 0
0.14911784138822448 0.03647217390240831 0.3877137519647057 0
0.6793204229820841 0.10479362532916892 0.014534727831840066 0
0.011411845792982045 0.6869709219243809 0.7468235275638746 0
0.21465840148738446 0.15968377658285826 0.6538998337513946 0
0.9022931589404255 0.7467930527358598 0.39180136225673856 0
0.3651496696325923 0.6599284854523482 0.16393437206989214 0
0.23161279394311873 0.07748914386898431 0.8058276113484044 0
0.7702489521070545 0.6379004545316589 0.1579739574956478 0
0.9594004100159799 0.733565902071406 0.7295466969174911 1
0.2661163232655176 0.22895134024960284 0.8164212359455921 0
0.9997782375360795 0.21718747024994955 0.8660045677149626 0
0.6936794985518071 0.898146122858192 0.7229407584908278 1
0.740920612408883 0.29266700742573604 0.6818520764334739 0
0.8398093378672001 0.9953100602944186 0.9500007753648899 1
0.883404049459042 0.17932076535388886 0.6534805917217478 0
0.7321156259071733 0.3449278191471983 0.8271087191229368 0
0.06139060330202839 0.2775805056884887 0.3946483471670401 0
0.1157501572624855 0.3585033929020658 0.32494401755115954 0
0.3556068223318041 0.025609614218924492 0.7921174326574607 0
0.6795007604459249 0.04213886095802222 0.14563498222327975 0
0.681705157722736 0.9180978563585219 0.8204236441979289 1
0.25719601172448237 0.24004487636672722 0.12032740840063372 0
0.2341128530486165 0.1634605818355812 0.6295540078667633 0
0.8693421944260118 0.7794259289183084 0.30500775262797586 0
0.7363013604526322 0.7724944057322869 0.022650923833981262 0
0.8762605524472615 0.8849579288438545 0.9055383389719084 1
0.32604587321065115 0.16917607036518012 0.27395216516146703 0
0.0107548751429003 0.3118164162251066 0.06905011658830762 0
0.7251295019662996 0.2563333572374027 0.8373270885533958 0
0.11817636937644938 0.3369288653879817 0.9240811061371943 0
0.035063258128899655 0.666531679104142 0.6990173381451202 0
0.2670014693530911 0.3666711766999219 0.8240156636362608 0
0.8738233350625694 0.07747199474023159 0.22694356703851115 0
0.23209894405702947 0.0510781800266098 0.1701154838811786 0
0.37430924321867065 0.06102088652903448 0.9647888585030971 0
0.9186851226289483 0.2626799378556238 0.14136341497360427 0
0.6727887539782138 0.30565866977158185 0.7776284162965624 0
0.14103647294143706 0.7774343584434332 0.33531145910351856 0
0.8257073831285013 0.9364472989683521 0.30342479798389854 0
0.2522541035407584 0.8752114575074958 0.8673359877298734 0
0.6646908189026383 0.18062620242643068 0.9250402067371621 0
0.11945701470524084 0.8282120965407493 0.8230764471896973 0
0.199364956321204 0.09909792894654645 0.6598222481460416 0
0.7351437281100035 0.7254655420463025 0.13410294241624787 0
0.399891370015399 0.02481341018878569 0.937731562221973 0
0.700883870964634 0.05634064661771687 0.9459279867722752 0
0.07079283609784182 0.7788934909183411 0.192736289727798 0
0.19265815122875563 0.808407824640518 0.19160168035526737 0
0.7768677490357643 0.3310118428789056 0.2988512638441937 0
0.9469936143668428 0.8637462309562257 0.8777682086826039 1
0.027809454859624827 0.7411820779085722 0.7219902071871621 0
0.2945132092884474 0.8472153965825491 0.9592902970614738 0
0.09855302245958641 0.3066198159321365 0.22084564516219596 0
0.38811518609631446 0.7784732958025223 0.1090864898771372 0
0.6090762014547798 0.9835158831274959 0.6096232482581665 1
0.7310255935909581 0.805746172924593 0.8141982386052531 1
0.2832608172811275 0.7948836571374255 0.6319989544583962 0
0.2777354581076129 0.9626289287956784 0.6771440677003235 0
0.17786213326475264 0.12077470483712249 0.111738993492567 0
0.04177554742952427 0.3522855641919098 0.3536586691460244 0
0.8399891418113522 0.1348461540631649 0.9082890852971529 0
0.835101535925065 0.8672444164451721 0.16288510124664746 0
0.3913268781551146 0.15105478754923818 0.10740878356122163 0
0.8702387380330192 0.3064529692785858 0.3973045292419646 0
0.7564852002243111 0.8753470801153918 0.3757271022735569 0
0.09230409411016494 0.9414793208470121 0.6096964897267958 0
0.03686427378289714 0.9556396429454126 0.03642029746807718 0
0.6823976308399412 0.17380135836332233 0.12432482657273836 0
0.2517331114853337 0.3691670820905819 0.09318350958944799 0
0.8084855688500941 0.8790931359187706 0.31570410308937846 0
0.06142440301620877 0.36513655421363655 0.39161711003848254 0
0.6587425536611861 0.16818071078229524 0.08250212579808314 0
0.3463662586257572 0.888519960946488 0.38059479805750995 0
0.6178328643823183 0.8553038740458833 0.22176165640681278 0
0.23209527831353594 0.3584066181018617 0.9580522806273462 0
0.19718413041313487 0.644071666004687 0.13909671292977022 0
0.7871833523350964 0.04752930290198387 0.7900090827927247 0
0.6096918810505142 0.03829274280446149 0.027858284986207682 0
0.034871277708168 0.8894344616399611 0.0922914632432108 0
0.8741235565423244 0.8007136206320601 0.9476016971173327 1
0.1620089987635196 0.7397888536601932 0.7910615911882926 0
0.7039916972313169 0.14261303004798598 0.3019253303392583 0
0.810065774428449 0.7627383051528095 0.22875636083468376 0
0.08670570413755241 0.0037627299603265607 0.04536160449963755 0
0.9520694648460136 0.2062259060367556 0.06272019982751786 0
0.7810998509901965 0.7108228126848055 0.9021209729351088 1
0.00014503504724494576 0.7616590960075262 0.8671849225039903 0
0.9649205621240697 0.667680031096003 0.3208772025314238 0
0.9010588525118773 0.8257259623337606 0.060983854487850264 0
0.20341460073505446 0.8467881026886622 0.2878450944519153 0
0.28320095401401946 0.7331715994647962 0.87712428057934 0
0.7753615976634702 0.08212675475275288 0.2249366878842579 0
0.7816379179582236 0.3997849990136869 0.6052919712444316 0
0.7319504248072287 0.1347608611318245 0.30412827969448863 0
0.37694208062384227 0.9830903105995856 0.028396614580760593 0
0.9903754812423651 0.3302138483620032 0.7952076478440597 0
0.2611283742492637 0.37701632034483246 0.17557030727090328 0
0.0934195083411622 0.37714903423913004 0.153849971649906 0
0.6268842118551761 0.36970279496790037 0.8066850006957588 0
0.06924914282312777 0.9740487703788433 0.8752959533763429 0
0.8968423945908752 0.28512644776044616 0.31690215350949147 0
0.7145497056650045 0.9184121177190117 0.017953550086453718 0
0.739126943712841 0.35566508949600895 0.7931765300569551 0
0.6032245905617748 0.3015966628202672 0.009045475782504364 0
0.19450813114015175 0.089557853055787 0.904145850151374 0
0.6437010775875628 0.2094782234377569 0.2832441089553226 0
0.7506218906895966 0.606668033220505 0.9039733589599503 1
0.1568152424356809 0.9503452129857263 0.2556188565428953 0
0.17252653066242973 0.3310870532471031 0.10037376002851006 0
0.16747851109725165 0.6175043668057393 0.39981461195669443 0
0.6893148486751062 0.3046675513467736 0.07198725640929804 0
0.13016255589597825 0.276285682586649 0.30938801641277136 0
0.629716898501104 0.8696447770702344 0.0682580190962675 0
0.7404344071035445 0.3496312322076266 0.6692532562712634 0
0.3391514174670538 0.9087644717788805 0.6613442292581954 0
0.17796688868591293 0.8414086539464859 0.15212142027642173 0
0.6699888803711131 0.6667583074269846 0.8508514015973208 1
0.7885864970317726 0.8863673927698072 0.9535933852947119 1
0.8662769671804023 0.9100835910694776 0.7701559001230486 1
0.21857255599961511 0.9972460753842852 0.2582578218170628 0
0.11723001089410745 0.6460044273434205 0.6756359643045895 0
0.7271240247297908 0.9030774331402851 0.011119696089222586 0
0.890555838752839 0.8756114501953448 0.9152784421179144 1
0.0792181700637854 0.9244484434431647 0.06396983757376629 0
0.7226887395569598 0.07542868280444792 0.19240922307378727 0
0.19928306992985112 0.8852788611952461 0.035879701390872154 0
0.20651798698014068 0.26254021183607157 0.1351513352082081 0
0.9980512208884741 0.8488293202877975 0.15789275297595906 0
0.9334062114632302 0.19362101757406414 0.993825667511279 0
0.966953240548383 0.3029571615555152 0.07019992646937168 0
0.2044623487332844 0.8730029701059262 0.6181223941463927 0
0.001983487609059198 0.6552514737468434 0.11611144605583545 0
0.7729674033259957 0.24389102895683223 0.8521658234494578 0
0.32760397396581753 0.30702354320417635 0.0036451664722902954 0
0.26517150329786476 0.7666064417310249 0.7041858016982498 0
0.2941222453301252 0.11537482126202114 0.8310890051016233 0
0.7503609285441701 0.1773124674656138 0.6485878264630957 0
0.8234469191247511 0.15083957683917681 0.3126662732445128 0
0.9899455446544537 0.9382516345300485 0.16538829974288516 0
0.3498115478790489 0.3591225888883881 0.3023893383369338 0
0.34184559029419215 0.6232410399692909 0.36424780281447644 0
0.3493796200555066 0.8264477262273964 0.9178579031952087 0
0.01912326179664403 0.7133495709282139 0.7238616648698304 0
0.9295885809551593 0.1644531009829986 0.3670845794238926 0
0.8724562429810298 0.7475421887505577 0.3135952608406113 0
0.7555761483099352 0.7361330635307212 0.8912483820340257 1
0.3844265530412846 0.8880967782471504 0.07389770079939284 0
0.7254256908949638 0.32921824673970135 0.311076850053863 0
0.8277963301338872 0.039313128237686845 0.1309584145785463 0
0.326927480820681 0.9464888714165596 0.7671403243986389 0
