1500 3 1
0.1422117088808561 0.23523500367792916 0.27348205984755825 0
0.27605163949717226 0.6136925170189294 0.31538544863763585 0
0.6050377052949714 0.2306744211571905 0.701807455348304 0
0.27674218798148154 0.23965305233283785 0.13518536763920241 0
0.3903416523531722 0.06701381632820191 0.06504439611967994 0
0.06586158371266526 0.9237536745536481 0.3335312058015717 0
0.918080150480699 0.8361103130722117 0.6689240095391339 1
0.09271479829839091 0.9322635124486244 0.33856213637763344 0
0.30826144244116127 0.8441958507188347 0.6620603241968059 0
0.7305539301471146 0.03130587781760963 0.21478657062566242 0
0.13104650743930857 0.18426718840856582 0.011987035487185715 0
0.30249209143781597 0.8935607763682706 0.004953811226371174 0
0.8345990944595757 0.11328101474493202 0.00039285507163933087 0
0.35137919216529256 0.014169720404677122 0.8785722343517478 0
0.9686770494592788 0.9863854268915473 0.3150831744121031 0
0.22497264476287637 0.2430796507625056 0.7771346649685645 0
0.34248692785156476 0.29643494847026486 0.9303936213281342 0
0.10325856286306412 0.1332615029304134 0.9981196234062912 0
0.9332923217938535 0.6278832987500503 0.23896374229116768 0
0.22261684061203346 0.21522264527197243 0.2715959570318952 0
0.8331998461701492 0.7264118826459901 0.7557793486696139 1
0.6509976156148308 0.15258536461461758 0.6753731258876645 0
0.8824259964792086 0.2950384005672081 0.006070191377088641 0
0.8495295106146658 0.04228771785173546 0.34393586294758094 0
0.16778247389031864 0.694572128991542 0.07424396415807899 0
0.18690898338464024 0.8064445589306208 0.7005993830805348 0
0.916489550535987 0.15768058471278978 0.7895941919501457 0
0.11141607829008482 0.021832171286734647 0.056767914026025434 0
0.3803984743795247 0.2917758159847521 0.7092889614993554 0
0.6779197734202619 0.140156225128792 0.8823692639375464 0
0.8575739920411637 0.8775364146586444 0.6614696666163173 1
0.7062105420325511 0.26966827567293905 0.10687717005086106 0
0.7648277065432354 0.855257554603844 0.6025509975659561 1
0.6283038186756914 0.6382853770076055 0.22855218595347437 0
0.2512755072024756 0.9641607296609241 0.31807292982772195 0
0.16824173440265322 0.9063300416460691 0.1781916127491252 0
0.3301706682328398 0.6461084113156172 0.748728751962611 0
0.7864515927377048 0.02879383357938181 0.7855800260327718 0
0.07986634641807744 0.807809628901489 0.7275787771115219 0
0.6126735740632389 0.3344608550806889 0.654814539250892 0
0.8517053158077351 0.6396940413421719 0.03934484181103781 0
0.715903052032648 0.02651540425529375 0.38824945359287844 0
0.31833604638217905 0.8982814242816286 0.17025232298932857 0
0.8965555007303951 0.8967385895877443 0.35238126569422645 0
0.642021550714449 0.8089221141369691 0.291204106942596 0
0.7755609422162189 0.10962112000214586 0.6195042546376909 0
0.6863980964292865 0.38417492715901036 0.17873180884677076 0
0.12575301502300928 0.9653617766224889 0.8502328361940179 0
0.06507528299861176 0.18207662282739823 0.6348024442675405 0
0.9247535670610758 0.2722690864609639 0.6024695393669975 0
0.6279043694299676 0.2278646935037233 0.7244962203431514 0
0.2076541299995246 0.35214711134008236 0.1984459442595874 0
0.3199773147785734 0.14517413089677245 0.8758105051490754 0
0.8536394897734921 0.38590332278242545 0.2068843174955599 0
0.10849979863113468 0.030214855161393106 0.10032964046245363 0
0.04880858360591933 0.05398549333030611 0.9982281503195635 0
0.7042836366868509 0.19701227474825445 0.007831737984421494 0
0.12866202594803366 0.3919650622423021 0.8498369366185635 0
0.6775377738457812 0.0922318473020014 0.8914519602356027 0
0.19438637387879165 0.8187232028795369 0.989077111669988 0
0.6725873560453262 0.8658493933042274 0.1455777552499582 0
0.06767828747543492 0.23330766557575544 0.7769997116661105 0
0.9952448901687382 0.06646553672846944 0.9565350569432733 0
0.2798332656405633 0.06164309009955449 0.16493905364619876 0
0.9086458498343316 0.35500786311032695 0.39330623913800467 0
0.020011571856772825 0.11291367453996826 0.19727514843639848 0
0.10489102425372354 0.9318718928590949 0.7719341027033396 0
0.6006659171367099 0.8881145988949339 0.14917235483956848 0
0.3812391949029471 0.2501113018157507 0.3117119396300394 0
0.21946122091770426 0.9527660073485343 0.8004327667777236 0
0.16196260266323492 0.6591594620381165 0.16170214379632109 0
0.6091154297934972 0.7469667303140214 0.7225602048093601 1
0.7035303876702935 0.110979294593336 0.7590488764756177 0
0.83590411451006 0.8077804602584545 0.8656126057492914 1
0.3859228577796827 0.21238367793719692 0.08647479718772966 0
0.13542282321516552 0.9953741939009136 0.8726154579699857 0
0.6279156331000897 0.833456283757342 0.8415058678851044 1
0.2970678953403837 0.6971411410692991 0.785440462583689 0
0.9720720461607939 0.210441467149307 0.7983776159924334 0
0.7993689093048791 0.0865109179621848 0.20654215560637923 0
0.0999020320874674 0.6253312847232375 0.01778263188082574 0
0.7061123109680877 0.3691272356564528 0.9457534338249121 0
0.17465238019714302 0.0240647632876958 0.03596652574696324 0
0.8393201065794447 0.032351910197071176 0.041001187925432614 0
0.9182492211525546 0.238877373085153 0.056202369472394875 0
0.8220400397849964 0.9466467934647045 0.35082529590729783 0
0.9323718443551073 0.313702045624936 0.3002801782675705 0
0.615879664385565 0.7968155574869469 0.9793803936688285 1
0.795421910980029 0.8691899777671614 0.7291954874254697 1
0.004100322020911706 0.053383330041860244 0.6561018263003585 0
0.6760335485727216 0.34025843051100424 0.7576096285396634 0
0.7951189012652143 0.07654513033464638 0.3107045486666079 0
0.19136543303520903 0.3897863702590588 0.7385523060239029 0
0.8584157184613844 0.29441046150139616 0.2643029346552753 0
0.33623784973702664 0.8461505264313679 0.8763350370181504 0
0.7185420031782039 0.7069973938837548 0.17355644181534025 0
0.060381469214648376 0.7993056952938172 0.045376206157074495 0
0.1341199484958704 0.3335145427469173 0.15866925046710334 0
0.10338474217639193 0.6540009318818006 0.808433242183006 0
0.8492133701472998 0.9824435468399867 0.22901170733022225 0
0.7343371041377237 0.1392998032127608 0.16252801332718214 0
0.8772630895145017 0.8689389786525247 0.8178595283666595 1
0.1908475147191252 0.2856004220295726 0.1281253631756717 0
0.0285280547708594 0.6240219515724357 0.0625134703328567 0
0.10656031475371175 0.8526487876286315 0.7035540529598957 0
0.28912303767033165 0.35233124739385546 0.12359525052954123 0
0.12473780201231865 0.09519842603714068 0.17419074184343808 0
0.8260595184877897 0.9800791355386094 0.9352097269559471 1
0.7527417319211552 0.3299241048711049 0.23292537776983036 0
0.7173992482384121 0.8575442556953012 0.3305194951246895 0
0.08660442605950291 0.26948613726115556 0.3744352969813083 0
0.25092876617700477 0.10055995325748901 0.8089063225920265 0
0.9982517031421356 0.6374841749014861 0.34782764307592917 0
0.7757668950915724 0.8190251888302238 0.6133325876294136 1
0.32613220198889425 0.7679985067707219 0.904762276356512 0
0.04400390493090833 0.7916271061680926 0.20943091683761472 0
0.86529160421532 0.2246540956235824 0.849001607542107 0
0.9780497538783535 0.9635273027945183 0.7393776986489934 1
0.018523093881479658 0.8383684189595809 0.6721622610682311 0
0.21546228603284356 0.23355954443285654 0.9502550320027444 0
0.1890942611680898 0.7622073990366017 0.693932854529364 0
0.9887173004763908 0.8320921730338272 0.08464125662823496 0
0.9567614114143929 0.24518368635961452 0.7868765507067316 0
0.9596043645107496 0.9727230204055858 0.837015919670738 1
0.12532950772604723 0.09753561685940737 0.7720648636853735 0
0.7645113335810767 0.7527509703682044 0.20020646932649322 0
0.6642239069609868 0.28786897890328045 0.30937854887310057 0
0.32839085178131366 0.22822965465451872 0.05359216308929626 0
0.3402122096172563 0.9860780564135846 0.7461310152361373 0
0.34398562322060544 0.04355738848243074 0.14022324105914596 0
0.23476874660449132 0.91952317466432 0.3817284432564212 0
0.8750564811590077 0.3782967437510806 0.32341505193091913 0
0.0804476125835174 0.9933428174248541 0.6005250890832321 0
0.8190327543372291 0.9732485910792027 0.2447297761561137 0
0.6080490919214073 0.01149845383110737 0.9257699604469622 0
0.20048561900197104 0.9114344429283443 0.9133008566638494 0
0.6414183898995892 0.2864851698541627 0.82211827516693 0
0.922086899055851 0.7939705901793014 0.9455158919403637 1
0.2816080009742501 0.34119602597670295 0.38416507186590854 0
0.10883952484841874 0.17828692082145092 0.9054400845824818 0
0.18766923312307837 0.12058496134155317 0.6618271626766374 0
0.6484473215283733 0.26866479274523347 0.23053921377032704 0
0.8458646240710433 0.7886794302718138 0.891153442264205 1
0.3872574850744196 0.15256806826791958 0.14209201780913905 0
0.637522600667803 0.769779051173835 0.3179473238347863 0
0.1355019024063493 0.9978907413041063 0.7436703297250725 0
0.02134589185010305 0.826011773810874 0.31825850349038864 0
0.9113004684832918 0.14702610688718964 0.6204048212789396 0
0.8857494954468677 0.23399995331239798 0.8751828332549216 0
0.19751076242029053 0.6936499351233498 0.3493270768545387 0
0.2226909037546041 0.7271130783721168 0.2980028153749199 0
0.9758299140419712 0.8859260491766171 0.0381578825386949 0
0.07263188633384488 0.7940714528331173 0.7901438298914005 0
